Customer Review,Emotion
ternyata setelah mau dipakai baru ngeh kalau boxnya yg dikirim bagian engsel belakang pecah. payah deh qcnya tdk melihat klo ada yg pecah,Anger
"Respon penjual lambat, 2 hari sebelum barang dikirim",Fear
Tajam. Kualitas Produk Bagus. Produk Original. Produk Sesuai.,Happy
baru pake sekali per nya lepas2 berjalan ampas,Anger
benar-benar teratas,Love
Maskernya agak kecil dan tidak sesuai dengan harganya,Sadness
ini pembelian ke 2 tidak mengecewakan... belum di unboxing...makasih banget bang next order lagi...,Love
"Barang belum benar-benar sampai, sampai belum jelas tokonya apa atau aplikasinya apa.Ini mengecewakan",Sadness
"Prosesnya lama sampainya, tapi buku yang keluar penyok",Anger
"Kualitas sangat buruk, berbau seperti cat di ombak",Fear
"Barang tidak di kirim sampai sekarang, respon penjual payah dan mengecewakan, bikin kapok, kalau barang nggak ada tolong uang ku di kembalikan",Sadness
harga terjangkau recomended warna sesuai pengiriman cepat bener2 blackout imbuh sukses tokonya ana  sudah permintaan satu lagi buat disebelahnya,Love
"Enak banget, pulen bener2 teksturnya seperti nasi, gampang juga buatnya.",Love
"Pengiriman cepat barang sesuai pesanan dan packing rapi, recomended",Love
barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger,Fear
kurang komunikatif,Fear
"kecewa sama seller dan toko nya.. beli produk flash sale tp malah stok kosong.. udah gitu kirim nya lama banget, seller nya jaka sembung lagi..",Sadness
Material Produk Bagus. Kualitas Produk Bagus. Produk Sesuai.,Happy
"respon cepat dan ramah, recomended",Love
"Mungkin karena filternya terlalu canggih, air yang keluar sangat sedikit",Sadness
"Gespernya bagus, anak saya suka",Love
Pengiriman lama. Padahal butuh urgent,Anger
"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..",Fear
pesanan ndk sesuai... pesen M di kirim L ....,Sadness
GAK RECOMENDED. Produk sih ok spt biasa. Tp packing cuma pk amplop kondangan putih dibungkus plastik. Ya jebol semua obatnya. Padahal buat stok. Najong banget dah. Di chat ga dibales. Kapok lah gw belanja disini.,Fear
"sering terputus, kadang autocatch tidak jalan",Fear
benar-benar tidak direkomendasikan,Anger
"Maaf baru review, respons seller sangat baik, produk harganya termasuk murah dr agen2 lain. Recommended sangat.",Love
"Ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah battery yg tidak bagus. Pengiriman pertama battery tidak dapat charging sy return, datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge. gk bisa dipakai lagi. entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir T4 tidka bagus",Fear
"Jam nya mati tidak bisa di hidup kan(sudah di tekan tombol on/off), komplain tidak ada respon,tolong jgn jual jam mati/rusak atau di cek dahulu sebelum di kirim",Sadness
Mengapa Anda memesan ukuran XL dan memberikan S?,Anger
Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,Sadness
banyak yang tergores seperti habis dan bagian bawah kayunya patah,Fear
"good seller, ramah dan proses cepat",Happy
"Barang sesuai pesanan, proses cepat, thanks seller..",Happy
"Respon dan pengiriman cepat. Packing rapi, recommended seller...",Love
"brg tdk saya terima, entah nyasar dimana... kurirnya bloon",Anger
SANGAT TIDAK RECOMMENDED!!!,Anger
yg dikirim russakkkkk guys ampun dahh,Anger
"Pelayanan toko jelek, proses barang lambat, di chat tidak menjawab, barang rata-rata",Anger
Sudah terpasang dgn kaca sesuai ukuran yg dipesan. Rapi dan kaya kaca mata mahal. Mantab!. Thanks too buat cairan lens cleaner-nya.,Happy
"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. SEMOGA!!!",Anger
Ini adalah pembelian kedua saya dan cocok untuk kulit tangan yang sedikit sensitif,Love
repeat order terus,Love
Barang sesuai pesanan dan telah diterima dengan baik. Terima kasih.,Happy
paaaaas banget ukurannya buat gantiin sarung sampah lama zat bagus corak cantik miniso ga sempat ngecewain sihkualitas product bagus material bagus harga terjangkau recomended,Love
"Barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsi,mau diretur ongkir nya lebih mahal dr harga barang,jadi kecewa",Sadness
"Toko tidak bertanggung jawab atas rusaknya barang yang dikirim, hanya minta bantuan untuk mengganti barangnya karena jumlahnya banyak sekali dan sampai saat ini barang yang saya beli belum terganti.Sebenarnya tidak ada tanggung jawab sama sekali.Toko ini tidak bertanggung jawab sama sekali.",Anger
Barang bagus sesuai deskripsi,Happy
"Di gambar kelihatan besar tapi kenyataannya kecil sekali kaya mainan, sampai sekarang bingung untuk makainya buat pakai apa tanggung sekli, kecuali buat naro benang mungkin berpungsi, nyesel banget telah beli kotak ini!!!",Anger
"Bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",Fear
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros?s cepat , pengiriman juga cepat.",Happy
"Kemasannya jelek, casingnya penyok, kualitasnya kurang bagus, tidak pas di tempatnya",Anger
Sandalnya licin. Anak berkali-kali kepleset ketika jalan pakai sandal ini. Bawahnya licin sekali,Sadness
"yg dikirim beda barang yg lebih murah, selisih 16.703 ...eh rusak pula.. mau retur tapi maenannya dah terlanjur dibuka...yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja 15rb... udah 6hari pulsa ga masuk2..ditanyain jawab nya ok doang... PARAH GA AMANAH!!!",Anger
bagus barangnya,Happy
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,Sadness
kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,Fear
barang sesuai dan bagus,Happy
"Barang yang saya terima rusak, sangat mengecewakan, mainannya tidak kapok beli disini lagi",Sadness
pesen tanggal 10 sekitar kontemporer sampe potol 20 padahal sesama jakarta dichat katanya udah dikirim mengenai almanak 11 sementara itu pas dekat tracking bulan 12 aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up ini adidas official tapi pelayanannya gini hadeh,Anger
"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini",Anger
"mantap banget, barang sesuai deskripsi, harga juga murah, packing sangat aman, pakai box dan bungkusnya, next order lagi semoga bermanfaat gan",Love
Mantap jiwa bang,Happy
"pengaturan air (seperti di gambar rainfall, jetting, massage) ga ada, cuma ada rainfall aja + semprotan airnya kurang kuat juga",Fear
Semua pesanan yang bocor sudah divideokan dan pengirimannya kacau jadi saya membelinya dengan kehilangan separuh sisa barang,Anger
mantaaaaap jaya gan sukses dalam bisnis ini sangat penting untuk menjaga kualitas terbaik dan termurah dengan fitur rentang pencarian harga,Happy
Pengiriman cepat dan aman ini sudah mulai repeat order untuk menghemat,Love
Bukunya cepat rontok dan lemnya tidak kuat,Fear
"Paket dikirim kurang , hati aja yg beli disini ,memang murah tapi seller tidak respon banget tidak mau di komplain Mending beli ke seller lain !",Fear
"Barang tidak dapat dioperasikan.Saya sudah menghubungi customer service, belum ada respon",Anger
"Nyaman dipakai, packing bagus, pengiriman super",Love
"baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi.",Sadness
Tali tasnya mau putus,Sadness
"paketnya datang cuman bungkusnya doang, barangnya sudah nda ada,",Sadness
Ukuran sesuai. Modelnya keren ??. Potongannya rapi. Nyaman dipakai. Jahitannya rapi.,Happy
"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",Love
keras gak ada menanggung,Anger
"Tolong di cek lagi untuk baterainya gan, Baterai bekas dikasih pantes gak mau hidup suaranya",Fear
"pengiriman cepat, packing rapi dan aman. barang nya sesuai gambar. maaf gak sempat di foto",Happy
"Untuk sampulnya, kenapa tidak pakai hard cover saja? Hard cover dilapis soft cover seperti ini, kesannya berantakan. Untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini",Sadness
"Produk sampai dengan cepaat dan amaan, thank youu ????",Love
Mainannya bagus banget ??????,Love
"Rendangnya enak, dagingnya empuk, paling diapresiasi karena mau dikirim di hari minggu supaya bisa sampai tepat waktu sebelum lebaran.Saya sedikit khawatir jika saya mengirimkannya, tertunda sehari dan tidak tepat waktu.Ternyata penjualnya hebat, terima kasih",Love
Guntingnya tidak ada dalam paket yang dikirimkan,Fear
Proses nya sngt cepat..??????terima kasih respon nya,Happy
Brg sdh diterima dg baik thanks,Happy
"Pesanan diproses cepat, packing rapi sesuai pesanan, mantap bos, selalu repeat order disini",Love
mantap wangi nya segerrr,Love
Barang ga ada yg bisa di pake.,Fear
"Puas banget belanja di sini. Sellernya ramah banget, fast respon. Pengirimannya juga lumayan cepat. Barangnya memuaskan. Packingnya aman jadi barang gak ada cacat sama sekali.",Happy
"Beberapa bulan yang lalu saya beli yang twin pack tapi bukan varian ini tapi full, tapi sekarang isinya kecil sekali, sepertinya sudah mengecil sebelum dikirim dan yang sebelumnya masih ada segel plastiknya, yang ini lumayan lah.",Anger
"Saya kecewa karena saya membeli helm tersebut dan sudah menggunakan bubble wrap namun masih ada goresan di bagian dalam kaca helm, artinya bukan goresan dari pengiriman.Respon penjual juga kurang baik.",Sadness
kualitas barang tidak bagus,Anger
Produk original ??. Nyaman dipakai ??. Dijamin Termurah.,Happy
sangat tidak lega berguna produknya dengan pelayanannya kurang lebih cela pada kondisi tertutup saya mejanya tiada bisa menutup rapat itu dikarenakan pemasangan engselnya tiada paralel 1 tinggi 1 pendek ini yg menyebabkan listnya sobek krn dipaksa saat menutup daun mejanya selesai fix nya ini cacat kilang bukan kesulitan pengiriman dan ternyata komplain ga diterima oleh toko bakul suruh hubungi sendiri ke kurirnya,Anger
"Order ketiga kurang memuaskan, panjangnya beda dengan nama pertama yang dipesan padahal ukurannya L juga",Sadness
packingnya kurang memuaskan,Fear
Barang diterima dengan kondisi pinggirannya patah...,Fear
"Menurutku tidak enak, maaf",Sadness
"Barang diterima dalam kondisi baik, sayangnya baterainya mati",Fear
Ukurannya pas. Cepat menyerap. Tidak membuat lecet.,Happy
"barang sudah sampai dengan selamat, terima kasih",Love
belum dicoba pengiriman a arkais,Anger
Ringan dipakai. Ukuran sesuai. Bahan menyerap. menerawang sih in mah . sesuai harga lah,Happy
penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,Fear
"mantap, barang bagus, pack juga aman banget. Bener2 recommended seller deh buat nyari playing card yg keren2 begini.",Happy
tak seperti diiklan,Sadness
kadoharga paling murah atas detik beli trims hendaknya bisa langganan dan harganya bisa terbaik terus se tokped,Love
gak pantas harga malah kualitas nol,Anger
barang sangat jelek tidak tanggung jawab permintaan tetap rusak mendingan jangan beli,Anger
ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,Anger
Banyak tombol yg rusak... Batre rusak tidak bisa di charge.,Anger
terima kasih...brang bagus harga murah cepet lagi cod lagi...siip ????,Happy
barang belum diterima,Sadness
"Yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal",Fear
"barang tidak dikirim, dikasih resi kosong",Fear
"Kualitasnya hebat banget, sama dengan sejuta webcam",Love
Gila banget pesan mouse tapi belum lengkap tanpa penutup baterai atau Bluetooth,Anger
Barang pecah dan rusak saat diterima,Fear
fast resp seller pengangkutan cepat packaging rapihhh aman perabot lengkap sesuaii thankss a lott,Love
seluruh barang diterima dalam keadaan baik dan sesuai deskripsi. terima kasih.,Happy
DS sukses Terima kasih atas kerjasamanya Sist,Happy
mantap barang cepet sampenya seller positive respon kehormatan pass kualitas cak akur rekomen banget pokoknya,Love
Produknya baik dan kualitasny good banget. produk sampai ke konsumen dalam kondisi baik. sesuai sih sama harga juga so overall very good lah ??,Happy
Ad bbrp yang tidak berfungsi,Fear
"Sama sekali ga bisa dipakai, pas dicolokin ke laptop bisa nyala, abis masukin cd, cd tidak terbaca, pas mau dikeluarin cd-nya ga bisa, skrg cd saya masih didalem external cd ini, hadeehh jadi nambah urusan",Sadness
"awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek",Sadness
barang emang kepentingan aslinya kira-kira 55 an tapi seller rangah sok an bikin potongan (harga) yg dari 99rb di diskon 59rbolshop emang keras,Anger
"kata teman yang berkecimpung di dunia musik, produknya kurang memuaskan, mohon ditingkatkan produknya, thx",Sadness
"Barang sesuai deskripsi dan tersegel original, pengiriman tepat waktu sesuai janji layanan, mantap Terima kasih banyak",Happy
"Bahannya tebal, bahannya lembut, warnanya cantik, anti slip, ukurannya pas",Love
"Barang bagus, tapi ternyata kecil, tidak sesuai ekspektasi, tapi anak saya suka, tapi kecewa karena tidak ada kabel chargernya",Love
"sisirnya bagus banget, mudah awet",Love
"real pic, spek real, packing rapi dan sangat aman, walaupun kertas printer thermal tapi di labelnya rapuh, sellernya recomended banget, mantaaabbbss",Love
"untuk sepatu adidas ultra boost sya tidak bisa lengket, udh dicuci bersih trus sya ampelas bagian yg mau di lem tpi tetep gamau lengket, semoga pembeli yg lain bisa lengket gak seperti di sepatu sya",Fear
packing hanya buble wrap lain kali tambahkan kardus komunikasikan pengiriman seraya jelas supaya tidak ribut peluang dikirim berperai-perai case nya mana ngga instan dan ngga bisa dicancel,Anger
"Kualitas bahan mantap ??. Berfungsi dengan baik. pengiriman cepat, respon cepat, Paking Rapi, Dijamin Termurah.",Love
"UDAH DI CHAT ,DITULIS DI DESKRIPSI, UDAH DIKONFIRMASI ULANG MASIH AJA DIKIRIM WARNA PUTIH JELAS JELAS ORDER FULL BLACK, DAN PENGIRIMAN LAMA BANGET. *TIDAK AMANAH*",Anger
"barang sesuai deskripsi bagus, murah packing dan lainnya rapi, recommended bgt deh",Love
wanginya ga serasi harapan kaya bau ikan teri,Anger
"Untuk sepatu Adidas Ultra Boost saya tidak lengket, sudah saya cuci bersih, lalu bagian yang ingin saya lem saya amplas, namun tetap tidak menempel, semoga ada pembeli lain yang menemukannya lengket, tidak seperti di sepatu saya.",Fear
"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu",Anger
Alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih,Love
"Awalnya bintang 5, setelah beberapa bulan pakai. Ternyata ada part yang hilang seperti baut",Sadness
"raknya bagus, simpel, walau masangnya agak susah, pengiriman cepat. recomended",Love
bam pengerasnya tidak dikirim,Fear
"packingnya cuma kardus aja, jadi ada bagian laci yg pecah",Sadness
"Hebatnya kalau dicium, ada sedikit perubahan dari sebelumnya",Love
"beli 2 jeriken ukuran 5 liter, 1 jerigen kurang penuh",Fear
Pesanan jenis ikan yg dikirim bulet. Hadeuuuh.,Anger
makasih ya. barang sesuai pesanan lgsung cek certieye nya. packingnya mashaAllah rapi bener Dan safety. semoga sukses selalu.,Happy
"Brg diterima dlm keadaan baik. Belom dicoba, mudah2an sesuai harapan",Happy
"barang sampah bilang asli tapi ternyata saya beli 3 dus barang kw, saya minta konfirmasi, katanya asli, saya baru pakai beberapa jam, pahit, semua barang kw",Anger
"Kenapa dikirim sobek seperti ini?Apakah sudah dicek terlebih dahulu sebelum dikirim?Murah sih, tapi jangan kirim barang rusak min",Anger
bocor kap tidak tertutup dengan rapat,Anger
Barang diterima dalam keadaan baik,Happy
"Maaf agak kecewa. Saya pengguna baru dari farhampton. Awalnya saya beli tester 150rb isi 3. Tester farhampton buat saya jatuh cinta, Langsung saat itu beli yg 100ml. Ternyata pas sampai ketahanan dan projectionnya kalah jauh dari testernya.. walaupun wanginya sama. Dan tenyata saya cuma jatuh cinta sama testernya saja.. wanginya tetap ok",Sadness
"Ini pertama kalinya saya beli dari Toped, pelayanannya sangat mengecewakan, jasa pengiriman diganti tanpa pemberitahuan dan akhirnya pengiriman terlambat",Sadness
kaosnya enak di pakainya,Happy
cantiik kertas kadonya... packaging ok dan delivery-nya juga OK. Mantab lah dan bakal langganan di toko ini,Love
Parah respon nya Butuh 4 hr sejak order baru dikirim Granola nya jg ancur semua,Anger
wangi nya kyk parfum Refill mirahan ??,Anger
tidak sama dengan gambar,Fear
Order yg ke 3 kurang memuaskan..panjangnya beda ama pertama pesen padahal ukurannya L jg,Sadness
barangnya bagus banget dengan harga terjangkau dan kualitasnya lumayan gila,Love
Isian pisang kecilnya sedikit keju,Fear
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,Love
Bangkai yang ada disana semuanya mati,Fear
sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...,Fear
Mohon dikirimkan dengan rasa tanggung jawab.Paket ini sudah terendam di sistem pembuangan limbah dan saya tidak yakin apakah isinya masih bisa digunakan atau malah ada di tempat sampah.,Anger
"kecewa sama toko official ini ga tau kenapa pesenan pertama ga dikonfirmasi sampe di batalin sistem karena ga direspon sama sekali. pesanan kedua karena disuruh pesan lagi sama tokonya dan cuma dikonfirmasi doang ga dikirim sampe udah tinggal 10 menit sebelum dibatalin sistem lagi tapi untungnya gara chat cs tokopedia akhirnya barang bakalan dikirim didetik terakhir. ga cuma sampe situ aja payahnya barang baru diambil kurir tanggal 5 dan pickup barang sama kurir lebih dari 2 hari, proses kirim pun lemot muter padahal udah lewat depan rumah baru tanggal 9 jam 9 malem paketnya sampe??",Sadness
Respon penjualnya top Packaging aman ?? Proses pesanan cepat Kualitas bahan bagus,Happy
"Untung browniesnya penyok, untung tidak pecah, sangat kecewa dengan pengirimannya, Antaraja lambat dan membuat brownies saya penyok, saya harus blacklist, Antaraja",Sadness
ga ngerti konsepnya gimana cukup dibuka pensilnya langsung ki bubar gini hadeh,Anger
"kecewa..!!!! orderan nya ga langsug di proses, pdhl sudah bayar pakai gosend instan!!!",Sadness
"Bagus. Sesuai Ekspetasi. Original. Pengiriman Cepat. Cuma pada bagian tombol ?Adjust? agak masuk kedalam jadi agak susah ditekan. Kalau tombolnya bagus, aku langsung kasih bintang 5 hehehe",Happy
mantap. pengiriman nya cepat banget. barang oke semua dan berfungsi. kondisi mulus ??% mantap. cahaya nya juga terang banget. top markotop,Love
barang sangat bagus...pengiriman baik. Smg awett,Happy
Memesan kotak ganda tetapi tidak mendapatkannya,Sadness
"pesanan tidak terkirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang maupun biaya",Fear
Ga berfungsi,Fear
"Kalau beli pulpen dan isi ulang, mainan anak dikirim, apa tanggung jawab toko?",Anger
"Secara keseluruhan layarnya memuaskan, walaupun menurut saya IPSnya tidak sebagus IPS TV, warnanya bagus, tidak oversaturated, kecerahannya sangat terang untuk dipakai di tempat gelap, masih silau sehingga kecerahannya di angka 0. Layarnya bisa diputar dengan kaki, mudah untuk di pencet, refresh rate terbukti cepat, FPSnya bagus, kalau berharap softwarenya mungkin lebih bagus lagi, jadi tidak perlu atur pakai tombol di belakang, dapatkan tampilankabel port, desain keren, hampir tanpa bezel, bagus",Love
jelek jelek jelek jelek jelek jelek jelek cuma minum kopi,Sadness
"Mantap, sesuai dengan yang saya pesan. Packing rapih. Pengemasan dan pengiriman cepat.Terima kasih seller.",Happy
"besi tebal, sesuai deskripsi & foto",Happy
Terima kasih telah menjual Seruling Yamaha Ori dan barang cepat tiba dalam keadaan baik.,Happy
maaf saya kasih bintang 1 katanya barang udha dicek. aktual sampe saya rusak??,Sadness
keren om barang nya,Love
Mantap pengiriman instan. Seller fast respon,Happy
"Maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks",Love
"barangnya sesuai pesanan dan bagus banget, tapi ada satu yg agak aus samping luar nya karena packibg kebuka.",Happy
Pembelian kesekian kalinya! Puas??. Packing aman ??. Kuat dan kokoh.,Happy
"barang sesuai gambar,paking rapih??",Happy
Proses cepat produk bagus finising mulus.. Cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya. Sama lobang buat gantungan nya agak d besarkan om. Terima kasih,Fear
"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",Fear
"oke, barang ny lumayan sesuai dgn harga",Happy
mantap puas pake bangeeeey,Love
maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,Fear
Proses konfirmasi lama hingga chat tidak dibalas,Fear
"Gunakan lem ini, hati-hati pastikan susunan balon sebelum dipasang, jika tidak bisa ditarik keluar, bisa ditarik keluar, tapi ada resiko pecah, tingkat kelengketannya bagus.",Love
beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,Sadness
ada halaman yang hilang,Fear
sudah diterima dengan baik. terimakasih,Happy
Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Anger
fix bukan 90yard ternyata tebalnya hanya 9 mm ki kecil boss gak sebati judul,Anger
"semprotannya tidak berfungsi, sangat mengecewakan",Sadness
mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,Love
"barang sdh diterima dalam kondisi baik, semoga bs berfungsi spt yg diharapkan, pengiriman cepat, tks seller",Happy
barang rusak kok dikirim,Anger
tempo nympe,Anger
"warna tidak sesuai dengan gambar , daya serap nya buruk cendrung tidak menyerap air , parah kecewa saya , kualitasnya makin memburuk , tidak sama seperti pas awal order Wood pellet disini",Sadness
Bagusssssssssssssssssss,Love
"Brang dtg warna nya sesuai pesanan, tp karatan, dan kotor",Sadness
aaaa bagus banget pengirimannya cepatt selanjutnya aman juga packaging nya kuasa nyala agak tdi udh dicoba belanja dgn harga rp0 senengggbangett,Love
"SELLER TDK BERTANGGUNG JWB. Kindlenya baru dibeli terus rusak. Pembelian 23 okt, 26 okt kindle nya rusak. Katanya ad garansi 7 hari, bgtu di message & whatsapp cuma di READ. Ga bertanggung jawab banget. Hati2 ya kalau mau beli disini after sale service nya sgt tidak bagus. Gabisa dipake deh kindle nya sayang banget, padahal uda capek2 nabung. Smoga dpt karma nya sndri deh :)",Anger
saya nyesel pake yg same day.. rugi dikirimnya lama,Fear
penjualnya tidak ramah,Anger
"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",Sadness
luarbiasaaa udh 2x bayar di toko ini penjualnya ngerti kebutuhan sy menginginkan urgent yaum minggu kukuh dihandle pdhl hrsnya libur pula pake sameday tp nyampenya ekspress pada jaksel bekasi puji tuhan thanks so much seller dengan kurir sameday gbu,Love
Pesan varian 20 pcs namun yang dikirim hanya 10 pcs,Fear
barang yg dikirim beda jauh. jepitan jemuran. hilang udh uang sy gak kembali,Sadness
faaaassst respon bangeeettt seller bener2 ngabantuin puaaaaaasssss makasih gerangan recommended bangeeett,Love
ini baru sehari dan sudah basi t_t,Sadness
"terima kasih kak, puas beli voucher tiket disini, recommended seller ??",Love
Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,Fear
Ternyata kecil hanya cocok buat anak anak kl buat dewasa kepala besar terlalu nyekek tapi warna bagus sesuai pesanan,Happy
barang tiba dengan cepat sesuai standar pengiriman. tapi untuk kondisi buku ada cacat di tepi buku. tapi gapapa,Happy
tidak dikrm2 eksp dan toko gak bertanggung jawab.,Fear
pengirimannya koq lama bgt ya..order kamis..br dikirim senin.itupun setelah dichat tny kapan dikirim..alhasil gagal memberi kejutan.tolong perbaiki kinerjanya ya..,Fear
mesen 4 yg datang hnya 3 saja yg satu bosnya kosong ngk ada isinya,Fear
jelek jgn beli disini...kecewa....harga murah emang murahan bahannya...nyesal ********* penjualnya,Anger
direkomendasikan fast print fast respon,Love
"baunya tidak menyengat dan tidak lengket di tangan, pengiriman cepat dan aman karena packingnya tebal menggunakan box dan bubble wrap.Saya telah berlangganan untuk membeli produk di sini.Penjual yang direkomendasikan",Love
"over price dgn kualitas barang yg tidak kokoh dan melorot2 . Untuk seller ini saya review jujur ya jgn sembarangan bilang gak jujur! harga anda sama kualitas gak sesuai. Yg gak jujur adalah anda sendiri yg membujuk saya via chat merubah review dengan iming2 free gift, saya tolak krn itu membohongi diri saya sendiri. Berarti gak semua review itu asli mgkn sebagian bujukan seller untuk merubah review spy terlihat bagus pdhl mgkn kasusnya sama dengan saya kecewa dgn produk yg over price!",Anger
Produk bagus dan asli,Love
"Enggak bisa, tapi iya, setelah ditambah daya, pakai charger micro USB, hp tetap tidak bisa",Sadness
"Saya kecewa dengan kualitas barangnya. Kualitas stainles steelnya sih oke, tapi batang yang ada penyangga yang bagian bawah panjangnya kurang tidak bisa disambung. Kualitas mur rendah mudah bengkok dan patah. Alhasil jemuran saya tidak dapat dirakit",Sadness
"Harga jauh lebih murah , fast response, ramah, dan sangat recommended. Pastinya akan order disini lagi. Pertahankan ya kak the best ????",Love
mantap barangnya ??????,Happy
"tidak sesuai pesanan, pesan warna merah putih yg dikirim, warna lain",Sadness
pesanan tidak lengkap lebih dari 40 pcs tidak dikirim,Sadness
"Barang sesuai deskripsi, bagus, lucu, bisa dibawa kemana saja, semoga awet",Love
"harga ok, pengiriman cepat, packing aman",Happy
"Mohon dicek terlebih dahulu sebelum kirim daya, keluar satu asap, untung kapasitornya bisa diganti sendiri",Fear
"Sip lah. Barang sesuai. Bahannya spundbond. Pesen 1, dpt ukuran -+ 110cm?160cm. Hanya saja di beberapa bagian ada yg sobek sedikit. Overall Positive. Thanks, Impodio!",Happy
"mantap.. barang sudah sampai, dgn harga yg sangat ekonomis tapi kualitas barang tdk ekonomis. recommended seller nih..",Love
"Barangnya kurang jelas, padahal saya beli 6, dikirim dua",Anger
"Yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",Fear
"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH",Anger
baunya sereh bangettbuat yg sukacocok nihhpengiriman rapih n mantap,Love
beli 2 barang yg dikirim beda tinggi dan tidak cocok padahal sudah klik ukurannya dan harganya mahal jadi saya penjual jujur ??jadi hasilnya berkah,Anger
mantaapp!????????,Love
"hisapan lemah, suara sangat bising",Anger
bahan jelek.. panas.. & tipis,Anger
bagus.. motif'a lucuu lucyuu... seller jg baik.. pengiriman jg kilat.. mksh banyak yah sis.. sukses trs,Love
Kotak itu diberi merek Ares.Digunakan di pod saya.1 hari langsung bau gosong.Kecewa saat berbelanja di toko ini.,Sadness
palsu ya. g berfungsi. bahan kasar dan sakit kalo dipakai.,Anger
