Customer Review,Emotion,text_clean
Barang tidak diterima sampai sekarang. Order dari Bulan Mei. Skrg sudah Agustus.,Fear,barang tidak diterima sampai sekarang order dari bulan mei skrg sudah agustus
Barang tidak datang. Proses refund memakan waktu lebih dr 1 bulan. Sama sekali tidak memuaskan.,Fear,barang tidak datang proses refund memakan waktu lebih dr 1 bulan sama sekali tidak memuaskan
"Official store aja spt ini gmn klo beli di toko lain?? Udh smp taun baru ga ada penyelesaian, dr pembelian awal Desember sy udh ingatkan pdhl pastikan brg bgs, pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang, tgl 19 toko menyatakan bersedia kirim tutup yg baru, semua ada buktinya di chat saya... tp bukan main bertele2, ga menawarkan solusi nyata. Saya beli pan ini krn butuh yg ada tutup kacanya, malah dikirim tutup yg ga bs dipasang! Brand dan pelayanan kualitas rendah, pengalaman yg sangat mengecewakan. Mengirim barang ga berfungsi, namanya penipuan. Ga akan beli carote lg, ga akan saya rekomendasi.",Fear,official store aja spt ini gmn klo beli di toko lain udh smp taun baru ga ada penyelesaian dr pembelian awal desember sy udh ingatkan pdhl pastikan brg bgs pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang tgl 19 toko menyatakan bersedia kirim tutup yg baru semua ada buktinya di chat saya tp bukan main bertele2 ga menawarkan solusi nyata saya beli pan ini krn butuh yg ada tutup kacanya malah dikirim tutup yg ga bs dipasang brand dan pelayanan kualitas rendah pengalaman yg sangat mengecewakan mengirim barang ga berfungsi namanya penipuan ga akan beli carote lg ga akan saya rekomendasi
"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended utk tabung gas 12 kg..mungkin untuk yang lbh ringan bisa lancar rodanya berputar..",Fear,dipakai untuk mindahin tabung gas 12 kg sangat seret susah maju karena rodanya tidak jalan bobot tabung gas terlalu beratnot recommended utk tabung gas 12 kgmungkin untuk yang lbh ringan bisa lancar rodanya berputar
bagian tombol ada kempot parah. pabrikan tidak jaga mutu,Fear,bagian tombol ada kempot parah pabrikan tidak jaga mutu
ada cacat sedikit dan overpriced untuk plastik seperti itu,Fear,ada cacat sedikit dan overpriced untuk plastik seperti itu
"kemahalan dilihat dr barangnya ,kecil dan tidak kokoh",Fear,kemahalan dilihat dr barangnya kecil dan tidak kokoh
"gak sesuai ekspektasi. klo buat simpan barang2 yg agak berat kurang recomended. dan prosesnya lama, klo prosesnya gak sampe 2 hari mungkin sampe lebih cepat kali ya.",Fear,gak sesuai ekspektasi klo buat simpan barang2 yg agak berat kurang recomended dan prosesnya lama klo prosesnya gak sampe 2 hari mungkin sampe lebih cepat kali ya
proses dan respon nya lama,Fear,proses dan respon nya lama
"terakhir chat sekaligus memastikan bilangnya merek GM Bear yg akan dikirim, ternyata kardusnya ajah yg merek GM Bear tp isinya merek lain BUCK-I. Barang datang ga sesuai kesepakatan. Ini mah bohong namanya...",Fear,terakhir chat sekaligus memastikan bilangnya merek gm bear yg akan dikirim ternyata kardusnya ajah yg merek gm bear tp isinya merek lain bucki barang datang ga sesuai kesepakatan ini mah bohong namanya
baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi,Fear,baru 5 hari barang sudah rusak padahal pemakaian normal saya kirim balik barang nya ke penjual katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga jadi sementara saya kasih bintang 1 dulu sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi
"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",Fear,barang baru diterima dicoba ternyata sudah rusak masak nasi tidak panas setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 2 minggu dan tidak bisa ganti baru padahal barang baru datang dicoba sudah rusak sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota
Harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. Kok bisa harganya lebih mahal ya? Di struk beda jauh harganya,Fear,harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia kok bisa harganya lebih mahal ya di struk beda jauh harganya
"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",Fear,pengiriman lama banget kurirnya gagal pickup terussetrikanya ternyata besar dan lumayan berat packingnya tipiss cuma bublewrap selapiskualitas strikanya jg kurang menurutku soalnya ga terlalu panas jd lama setrikanya
"Baru sampe brgnya cepet sih tp pas dipasang, kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya.",Fear,baru sampe brgnya cepet sih tp pas dipasang kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya
beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya gak mau ke tengah... step nya sama dengan yang normal ikutin manual...,Fear,beli 2 pcs yang satu normal tanpa kendala yang 1 lagi stuck house cartridge nya gak mau ke tengah step nya sama dengan yang normal ikutin manual
"Barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Fear,barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis keciltp tetap di kirim tanpa di lapis apa pun dus kalau kena air bkl robel dan tembus
terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),Fear,terlalu ringan ada suara glodak glodak saat di hidupkan ga proper sbg penyedot debu baik setara penyedot debu murmer hanya design saja yg dijual
maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,Fear,maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 2030 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke
"barangnya tidak berfungsi, boxnya sudah kebuka",Fear,barangnya tidak berfungsi boxnya sudah kebuka
"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",Fear,penggunaan di hp samsung kualitas suara baik kualitas mic standar menuju buruk suara harus keras baru bisa terdengar oleh lawan bicara pengguanan di macbook ketika terhubung kualitas suara baik namun selalu terputus tidak stabil koneksinya sehingga tidak bisa digunakan buat tementemen yang perlu connect ke laptop gitu mending cari tws lain deh soalnya koneksinya ke laptop enggak stabil sekian
Barang sesuai deskripsi dan berfungsi dengan baik. cuma tidak puas dg pelayanan dari penjual. pesanan diproses H+2 dan di pick up H+4 itu pun sesudah dikomplen baru bergerak,Fear,barang sesuai deskripsi dan berfungsi dengan baik cuma tidak puas dg pelayanan dari penjual pesanan diproses h2 dan di pick up h4 itu pun sesudah dikomplen baru bergerak
Pengiriman lambat dan toko gak ramah dalam komunikasi,Fear,pengiriman lambat dan toko gak ramah dalam komunikasi
Barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.,Fear,barang printer yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi
"Saran buat toko,kalau bisa pengiriman nya jangan lewat antaraja . Kalau bisa disarankan pegiriman nya lewat yg lain aja",Fear,saran buat tokokalau bisa pengiriman nya jangan lewat antaraja kalau bisa disarankan pegiriman nya lewat yg lain aja
Barang yg dibeli sama sekali tdk berfungsi. Utk komplain hrs ada video unboxing (pdhal bukan kerusakan fisik). Beli dari official store ternyata sama sekali tdk menjamin kualitas barang.,Fear,barang yg dibeli sama sekali tdk berfungsi utk komplain hrs ada video unboxing pdhal bukan kerusakan fisik beli dari official store ternyata sama sekali tdk menjamin kualitas barang
"beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat ini",Fear,beli barang tapi barang nya sendiri tidak pernah datang sementara status selesai pengembalian uang belum juga dilakukan sampai saat ini
"bagian saku kiri kemeja, nampak sobek, tidak dijahit, ada bolong. sehingga kami harus menjahit saku kemeja kiri ini. Semoga untuk pembeli berikutnya, cacat pada pakaian ini dapat diperbaiki atau tidak dijual kepada pembeli, jadi tidak mengulangi lagi kesalahan yang sama. Terima kasih atas waktu & perhatiannya.",Fear,bagian saku kiri kemeja nampak sobek tidak dijahit ada bolong sehingga kami harus menjahit saku kemeja kiri ini semoga untuk pembeli berikutnya cacat pada pakaian ini dapat diperbaiki atau tidak dijual kepada pembeli jadi tidak mengulangi lagi kesalahan yang sama terima kasih atas waktu perhatiannya
"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan? di jahitan pundak lengan & kerah. Jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.",Fear,respon seller cepat proses pengiriman cepat model bahan ok cuma kualitas jahitannya silahkan lihat gambar deh banyak kerutan di jahitan pundak lengan kerah jadi bingung mau pake bajunya gk dipake mubazir dipake ya malu juga mohon jadi perhatian bagi seller terima kasih
"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. Ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani",Fear,pesan warna putih karena yg putih kosong dialihkan ke hitam ee yg datang merah maron pusiiing kayaknya ngak siap melayani
"salah satu putarannya kunci los hingga kunci jd tdk terpakai, tp sy males return mungkin sesuai harga x ya. utk respon sich oke...tp tdk ada say sorry dr penjual,,,",Fear,salah satu putarannya kunci los hingga kunci jd tdk terpakai tp sy males return mungkin sesuai harga x ya utk respon sich oketp tdk ada say sorry dr penjual
"barang sudah sampai tujuan , hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu.",Fear,barang sudah sampai tujuan hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu
"Bagian dalam berantakan semua benang nya, seandainya bisa lebih bagus, tambah mahal sedikit pasti banyak yg mau ini, bagus luar nya",Fear,bagian dalam berantakan semua benang nya seandainya bisa lebih bagus tambah mahal sedikit pasti banyak yg mau ini bagus luar nya
"Yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",Fear,yang kids bener yg besar beda bahan dan sangat tipis padahal yg besar pesan yg ada katupnya tapi ini kagak
Proses packing sangat lambat.,Fear,proses packing sangat lambat
Barang nya kotor banyak bintik hitam dan bintik putih mungkin jamuran.,Fear,barang nya kotor banyak bintik hitam dan bintik putih mungkin jamuran
Untuk pengatur besar topinya dari plastik dan gampang putus,Fear,untuk pengatur besar topinya dari plastik dan gampang putus
"Frame kacamata nya kurang bagus, tipis sptnya gampang patah, ngakbseperti kacamata pada umumnya",Fear,frame kacamata nya kurang bagus tipis sptnya gampang patah ngakbseperti kacamata pada umumnya
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Fear,beli 10pcs hampir rusak semua bentuknya dan toko terus berdalih ya udah utk pelajaran aja utk yg mau beli
barangnya kurang sesuai dgn permintaan. sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan,Fear,barangnya kurang sesuai dgn permintaan sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan
Barang sampai dg cepat ttp dlm kondisi basah dan bau apek? Kenapa bisa begitu ya padahal didalam plastik?????,Fear,barang sampai dg cepat ttp dlm kondisi basah dan bau apek kenapa bisa begitu ya padahal didalam plastik
"maaf kak kok sy pesen celana yg warna abu? malah dapet kaos dalem ya, mohon dibantu dong ka soalnya sy g enak ke sepupu sy tdnya mau ngasih celana malah dtgnya kaos dalem",Fear,maaf kak kok sy pesen celana yg warna abu malah dapet kaos dalem ya mohon dibantu dong ka soalnya sy g enak ke sepupu sy tdnya mau ngasih celana malah dtgnya kaos dalem
"barang tidak sesuai dengan pesanan..sy pesan warna hitam ukuran L di kirimnya hijau ukuran XL dan sy pesan warna hijau ukuran M di kirim nya ukuran L,, tingkat kan pelayanan bos,,semoga di pesanan berikutnya sesuai ya",Fear,barang tidak sesuai dengan pesanansy pesan warna hitam ukuran l di kirimnya hijau ukuran xl dan sy pesan warna hijau ukuran m di kirim nya ukuran l tingkat kan pelayanan bossemoga di pesanan berikutnya sesuai ya
"Respon cepat tp sayang tdk sesuai harapan. Ukuran S nya besar, kantong kiri-kanan terlalu bawah, tanda pangkat di pundak sebelah kiri tidak simetris/miring, sebelah kanan posisi kancing tdk pas sehingga melengkung. Kesannya yg menjahit asal-asalan. Tidak rekomendasi",Fear,respon cepat tp sayang tdk sesuai harapan ukuran s nya besar kantong kirikanan terlalu bawah tanda pangkat di pundak sebelah kiri tidak simetrismiring sebelah kanan posisi kancing tdk pas sehingga melengkung kesannya yg menjahit asalasalan tidak rekomendasi
"Mesan hijau dikasih abu abu, ukuran sama, apa gak baca pesanannya? Kalau memang gaada ya dijelaskan saja kn lebih enak?",Fear,mesan hijau dikasih abu abu ukuran sama apa gak baca pesanannya kalau memang gaada ya dijelaskan saja kn lebih enak
tolong diperhatikan barang yg akan dikirim layak/tidak..pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas,Fear,tolong diperhatikan barang yg akan dikirim layaktidakpesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas
"minta size 43 yg dikirim size 44, kebesaran gk bs saya pakai,bagaimna?",Fear,minta size 43 yg dikirim size 44 kebesaran gk bs saya pakaibagaimna
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Fear,iklannya seragam pgri kemeja hem katun pria tp ternyata bahannya bukan katun smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo
bahannya kelihatan murah,Fear,bahannya kelihatan murah
kan pesanan nya wrn yellow..yg dikirim graay sih hmmm,Fear,kan pesanan nya wrn yellowyg dikirim graay sih hmmm
"Saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai",Fear,saya pesan yg putih biasa kenapa di kirim yg ini tidak sesuai
"Barang -1, chat no resp",Fear,barang 1 chat no resp
ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman & klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg..oy tangannya jg pendek bingit...maaf y,Fear,ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpgoy tangannya jg pendek bingitmaaf y
"kain jarik nya tipiiis banget... kalo untk acara resmi lebih baik cari yang lain aja, ada harga emang ada kwalitas",Fear,kain jarik nya tipiiis banget kalo untk acara resmi lebih baik cari yang lain aja ada harga emang ada kwalitas
"Ini Pembelian ke2, sblmnya sdh beli yg army, suka bgt, makanya beli lg yg light grey, ternyata size nya beda sm yg army pdhl pilihnya jg all size, yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu ??. Perlu ditingkatkan lg bagian QC nya nii",Fear,ini pembelian ke2 sblmnya sdh beli yg army suka bgt makanya beli lg yg light grey ternyata size nya beda sm yg army pdhl pilihnya jg all size yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu perlu ditingkatkan lg bagian qc nya nii
Menurut saya barangnha kurang bagus. Sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang. Celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci 1x tapi bahannya jadi jelek. Gampang robek dan jadi kayak digambar ini,Fear,menurut saya barangnha kurang bagus sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci 1x tapi bahannya jadi jelek gampang robek dan jadi kayak digambar ini
"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??",Fear,bru dipake 2x udh robek sana sini trus kek keluar karet2 warna kuning gituu ngga lagi deh
komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok,Fear,komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok
"gimana bisa miring begitu? plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. ini nyampe nya jam 8 malem, gw nungguin di warkop depan kantor yg udh gelap. tolonglah kalo udh di notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",Fear,gimana bisa miring begitu plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday ini nyampe nya jam 8 malem gw nungguin di warkop depan kantor yg udh gelap tolonglah kalo udh di notice gitu pilih sameday grabgojek jgn pake anteraja yg transit sana transit sini kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak kecewa
"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",Fear,boleh murah tp jangan murahan produk masih banyak reject nya jahitan berantakan sol banyak longgar dan tidak rapih pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas packaging tidak rapih anehnya foto tidak bisa di upload
Privasi nya gak terjaga pas ngambil nya kan jadi malu ada bacaan celana dalam wanita. kalau yang beginian tolong di jaga privasi udah lah paket nya smlm di titipkan ke orang pula??,Fear,privasi nya gak terjaga pas ngambil nya kan jadi malu ada bacaan celana dalam wanita kalau yang beginian tolong di jaga privasi udah lah paket nya smlm di titipkan ke orang pula
"gimana ini ya, saya beli celana dalam hitam 5 ,grey 3,pink 2, kok ukuran nya beda beda yang pink paling gede, grey kecil banget",Fear,gimana ini ya saya beli celana dalam hitam 5 grey 3pink 2 kok ukuran nya beda beda yang pink paling gede grey kecil banget
"diskon nya nipu,barang nya ternyata sesuai dengan harga",Fear,diskon nya nipubarang nya ternyata sesuai dengan harga
"Barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya",Fear,barang ga sampai gara gara sicepat ngilangin barangnya dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk ga dibales lagi chatnya
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",Fear,belinya 2 dikirim 1 kurang teliti dalam mengirim pesanan
"GX recomended,barang jelek...dikirim GX sesuai warna pemesan jg.sudah chat dl,kynya ready,di pesanan jg sudah sy sertakan catatan kirim warna born tp dikirim warna GX jelas.gx recomended pokoknya,mending cr toko lain.itu sy ada catatan di pemesanan,tp penjual GX baca detail",Fear,gx recomendedbarang jelekdikirim gx sesuai warna pemesan jgsudah chat dlkynya readydi pesanan jg sudah sy sertakan catatan kirim warna born tp dikirim warna gx jelasgx recomended pokoknyamending cr toko lainitu sy ada catatan di pemesanantp penjual gx baca detail
barangnya gx sesuai sama yg d gambar,Fear,barangnya gx sesuai sama yg d gambar
tidak sesuai,Fear,tidak sesuai
enggak sesuai sama yg digambar,Fear,enggak sesuai sama yg digambar
"brang nya kurang 1 item, beli 3 yg dtng 2",Fear,brang nya kurang 1 item beli 3 yg dtng 2
gak sesuai dengan gambar promo. contoh nya di gbar promo ada 3 pcs warna yg berbeda trus pas datang barang kok ke 3 nya semua warnanya sama semua,Fear,gak sesuai dengan gambar promo contoh nya di gbar promo ada 3 pcs warna yg berbeda trus pas datang barang kok ke 3 nya semua warnanya sama semua
penjual jawab pertanyaan pelanggan kurang sopan,Fear,penjual jawab pertanyaan pelanggan kurang sopan
barang tidak sesuai deskripsi,Fear,barang tidak sesuai deskripsi
Chat gk pernah di balas tidak recommend untuk beli,Fear,chat gk pernah di balas tidak recommend untuk beli
"jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsi,tapi pesan yg berkali? cuma di read gak ad tanggapan bener?. mbak atau mas tolong jualan yg amanah,transaksi jualbeli akan berkah dan sah kalo sama? saling menguntungkan.saya bener2 gak ikhlas,gak akan berkah jualan anda mksh.",Fear,jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsitapi pesan yg berkali cuma di read gak ad tanggapan bener mbak atau mas tolong jualan yg amanahtransaksi jualbeli akan berkah dan sah kalo sama saling menguntungkansaya bener2 gak ikhlasgak akan berkah jualan anda mksh
baru dipake beberapa hari udah rusak aja.,Fear,baru dipake beberapa hari udah rusak aja
tidak bisa hidup,Fear,tidak bisa hidup
untuk jepit ke mejanya loss. ga bisa ngunci. sudah di coba dengan SEAL TAPE. tapi terlalu longgar sehingga tidak bisa nge lock. untuk boom arm nya bagus. sayang jadi bingung pakenya karna ga bisa ngelock,Fear,untuk jepit ke mejanya loss ga bisa ngunci sudah di coba dengan seal tape tapi terlalu longgar sehingga tidak bisa nge lock untuk boom arm nya bagus sayang jadi bingung pakenya karna ga bisa ngelock
baru 3 hari udh ga ngegrip,Fear,baru 3 hari udh ga ngegrip
setelah dipakai selama beberapa hari suara menjadi tidak jelas apakah produk ini ori? saya liat di sarung seruling itu bukan made in indonesia tetapi di serulingnya itu made in indonesia apa itu yamaha kw?,Fear,setelah dipakai selama beberapa hari suara menjadi tidak jelas apakah produk ini ori saya liat di sarung seruling itu bukan made in indonesia tetapi di serulingnya itu made in indonesia apa itu yamaha kw
lamaaa bangettt respons nya,Fear,lamaaa bangettt respons nya
Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,Fear,tipis banget bahan parasutnya dan tidak ada keterangan penjelasan tebal atau tipisnya mungkin seller perlu perjelas
"barang lama sampai, tidak sesuai dengan timeline",Fear,barang lama sampai tidak sesuai dengan timeline
"aftersalesnya parah. penjual ga baca chat dan ga bales lg, janji tinggal janji",Fear,aftersalesnya parah penjual ga baca chat dan ga bales lg janji tinggal janji
barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,Fear,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai
ada busa yg telurnya kempes,Fear,ada busa yg telurnya kempes
ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,Fear,ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m parah sih beli 2 produk berbesa tapi gk rata semua potongannya
gak bisa untuk semua merek keyboard,Fear,gak bisa untuk semua merek keyboard
Produk yg dikirim berbeda dgn foto yg tertera..,Fear,produk yg dikirim berbeda dgn foto yg tertera
Penjual tidak komunikatif...,Fear,penjual tidak komunikatif
respon lambat,Fear,respon lambat
"Secara barang tidak ada masalah, saya bicara tentang respon penjual yang sangat lambat (saya sampai mengajukan pembatalan SECARA TIBA2 di respon) saran saya tolong responsif dalam penjualan online ini. banyak yang jual sustain keyboard, jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak. customer butuh kejelasan saat membeli barangnya. Dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya. saya kecewa dan KAPOK belanja disini.",Fear,secara barang tidak ada masalah saya bicara tentang respon penjual yang sangat lambat saya sampai mengajukan pembatalan secara tiba2 di respon saran saya tolong responsif dalam penjualan online ini banyak yang jual sustain keyboard jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak customer butuh kejelasan saat membeli barangnya dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya saya kecewa dan kapok belanja disini
"Barang rusak setelah seminggu. Respon penjual buruk. Katanya garansi, chat saja tidak dibalas. Garansi bohong ! Pikir LG deh klo mau beli disini.",Fear,barang rusak setelah seminggu respon penjual buruk katanya garansi chat saja tidak dibalas garansi bohong pikir lg deh klo mau beli disini
speaker dan mic nya ga bunyi,Fear,speaker dan mic nya ga bunyi
ga kerekam suaranya,Fear,ga kerekam suaranya
udah di hubungkan Ama hp n tablet tetep gak bisa,Fear,udah di hubungkan ama hp n tablet tetep gak bisa
Memang sih murah barangnya... Tp boleh lah ya komplain.... Btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? Udh pake splitter jg ga fungsi ??????,Fear,memang sih murah barangnya tp boleh lah ya komplain btw ini sy yg ga bisa make nya apa barangnya yg rusak ya udh pake splitter jg ga fungsi
mic ga berfungsi,Fear,mic ga berfungsi
mic tdk berfungsi dgn baik / rusak gak bunyi,Fear,mic tdk berfungsi dgn baik rusak gak bunyi
Kirim barang tanpa diperiksa lg tidak bisa.Di pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya Jd ggk bisa ngecas ????,Fear,kirim barang tanpa diperiksa lg tidak bisadi pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya jd ggk bisa ngecas
mic nya gak respon,Fear,mic nya gak respon
Barang ga ada yg bisa di pake.,Fear,barang ga ada yg bisa di pake
"bahannya jelek, baru pake sehari sdh rusak",Fear,bahannya jelek baru pake sehari sdh rusak
Tidak ada pengaruh besar kecil suara .,Fear,tidak ada pengaruh besar kecil suara
suaranya tetep ae kecil ??,Fear,suaranya tetep ae kecil
Lama pengirimannya.,Fear,lama pengirimannya
Gak bisa dipake bunyi kemeresek,Fear,gak bisa dipake bunyi kemeresek
beli sabtu.. proses senin.. kirim selasa.. rabu sampai.. padahal ada beli minggu kirim minggu nyampe senin.. gak lagi lagi beli disin,Fear,beli sabtu proses senin kirim selasa rabu sampai padahal ada beli minggu kirim minggu nyampe senin gak lagi lagi beli disin
"ampuuuunnn dibngkus pake plastik bening.. jdi malu krn diperumahan ada yg jual tp mlh beli online, soalnya paket dtng ditaruh di kursi pos satpam (khusus buat semua paket seperumahan)mikir2 klo mau beli disini lgi",Fear,ampuuuunnn dibngkus pake plastik bening jdi malu krn diperumahan ada yg jual tp mlh beli online soalnya paket dtng ditaruh di kursi pos satpam khusus buat semua paket seperumahanmikir2 klo mau beli disini lgi
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga ? di chat gak balas???,Fear,po udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim cuman sampe skrg udh akhir bulan juni blm terima juga di chat gak balas
"tidak recommended , hanya memikirkan untung , tidak memikirkan keluhan konsumen",Fear,tidak recommended hanya memikirkan untung tidak memikirkan keluhan konsumen
"Kurang cocok utk bayi kulit sensitif. Bbrp kali pakai, kulit bayi jd beruntusan.",Fear,kurang cocok utk bayi kulit sensitif bbrp kali pakai kulit bayi jd beruntusan
proses konfirmasi lama.. chat gk di balas..,Fear,proses konfirmasi lama chat gk di balas
